579.4918,-5.5727067,517.7206,-4.547112,942.28754,569.7221,258.68234,723.84235,764.9544,-5.3954616,543.8172,-1.9310468,229.41287,-7.8401747,493.2821,832.7047,403.94647,675.0091,380.1533,598.00037,423.83148,403.5357,593.48376,-4.9069996,24.232723,-4.9523087,355.70767,-2.631916,-4.7511883,732.5783,559.37946,734.0191,423.70306,547.3613,558.1806,350.73618,542.664,691.9166,418.90265,346.41327,462.37637,-5.9446454,328.26657,-6.33344,-5.88355,721.6333,749.15,390.45428,707.4021,459.80655,259.4521,576.39026,695.88007,-7.6127496,-5.395937,-9.080142,499.8306,665.9279,135.94331,545.51245,165.67545,-2.319378,308.66748,541.30023
579.121,-5.724398,531.4136,-4.6325927,937.1687,564.22424,254.78712,720.6244,762.77136,-5.48328,539.0303,-1.9112937,243.03888,-7.89276,504.00378,839.2803,411.31604,670.8939,395.37344,610.43494,433.20126,413.41287,587.6036,-4.9983954,20.767391,-4.998644,361.76004,-2.629835,-4.8309383,731.99274,558.2434,723.4781,435.13983,556.29376,572.04987,357.46402,558.8483,692.17505,426.77643,356.8748,475.53516,-5.908961,339.52267,-6.427587,-4.3576007,722.74896,748.11475,399.69955,697.3344,466.9243,262.5396,574.5484,694.648,-7.582298,-5.4978085,-9.120226,508.88754,663.8885,140.16972,557.8319,166.30043,-2.4288793,306.5981,543.1982
570.9352,-5.9080625,579.8756,-4.8363495,901.31244,551.44006,290.9037,696.9886,732.7275,-5.693147,520.1097,-1.9298457,277.29648,-8.090508,522.5116,820.26605,447.39777,653.7999,421.42737,636.7802,459.5854,452.9216,580.73755,-5.0164843,20.432028,-5.2549148,386.64795,-2.607467,-4.9942784,709.60504,537.88855,696.43054,466.94888,589.9427,598.5693,392.14386,584.75916,674.4517,449.0843,368.03772,502.7055,-5.773954,361.62695,-6.6740427,-3.1456714,693.5941,719.51764,422.64722,681.6481,484.19482,275.1704,547.28217,669.0494,-7.556893,-5.692399,-8.977112,555.6344,637.2067,158.73703,598.49646,146.98242,-2.4279447,269.4256,543.72046
574.3679,-5.764011,526.48364,-4.580757,942.79114,561.80554,253.12271,730.2558,766.8671,-5.4833736,536.0807,-1.8923465,235.99585,-7.8857026,508.07977,836.11,408.57874,667.14044,392.2242,612.13727,432.84464,414.93845,581.4794,-4.984146,18.885456,-5.0250964,369.3359,-2.6709368,-4.882358,730.3263,560.50684,716.92267,434.26062,556.3234,562.16376,347.27783,558.69135,687.9815,429.37448,361.75824,474.4832,-5.870147,335.60074,-6.5179234,-3.5107272,721.3745,739.9856,400.19556,691.31116,472.1973,262.73816,576.6402,700.74945,-7.5689135,-5.462692,-9.146264,503.34045,664.0084,142.46489,555.9713,155.45412,-2.3761468,294.041,540.46783
577.78723,-5.7643876,558.5034,-4.773584,916.5081,560.1509,284.66748,704.5916,741.9873,-5.6210866,529.9486,-1.9333863,261.28552,-8.017897,509.71262,826.0218,436.74,663.05817,410.179,621.1836,449.46927,438.57248,589.2852,-4.9564495,20.494768,-5.1782603,377.78156,-2.6143668,-4.9639325,718.6031,541.32214,711.8234,451.08386,576.872,589.8722,380.5317,571.44574,682.577,439.27332,357.88913,491.42334,-5.83813,351.5384,-6.61001,-3.4572847,703.2635,729.81,410.6799,693.85583,475.42215,269.40417,556.23254,679.7993,-7.6111383,-5.6184025,-9.028278,540.8568,646.3416,149.08699,582.6669,155.86287,-2.3646855,281.57275,547.1517
575.63635,-5.7336226,523.7994,-4.559356,942.16986,562.6381,248.3794,722.7827,764.7712,-5.4621177,538.6079,-1.8633796,233.87398,-7.8452234,500.99625,833.5594,407.60245,667.8034,383.7473,613.05896,427.34402,413.5851,585.3753,-4.9776692,21.18829,-4.9482803,362.18445,-2.6039212,-4.8540263,735.6043,562.6874,723.136,436.11273,542.0935,553.5001,349.5241,555.3753,687.0361,422.20914,353.38858,471.54276,-5.9429646,333.39233,-6.377384,-4.5653157,721.1305,745.91705,395.57666,694.10956,467.15186,259.60208,584.0721,700.63165,-7.5537333,-5.4183626,-9.193244,497.29077,662.6973,143.40846,549.31555,166.58641,-2.3734813,304.98132,534.89185
553.99585,-5.912648,561.9074,-4.8428907,905.6313,539.5713,290.1392,692.3281,730.5759,-5.6936235,516.7544,-2.0071168,269.15442,-8.090897,521.5255,800.801,437.12466,641.347,418.34158,644.1906,461.0179,445.06058,572.7134,-5.076142,20.27443,-5.2755566,387.14087,-2.602288,-4.971194,705.3935,528.8819,700.50684,462.1433,576.7293,586.40356,387.09372,577.7408,666.81366,448.10794,377.47586,500.731,-5.7611246,367.6274,-6.696936,-1.8935224,693.64716,711.8698,425.3157,672.81104,492.26477,285.33893,559.14417,664.91205,-7.4760194,-5.7208295,-8.907607,540.24335,633.6266,161.41612,589.12976,147.4823,-2.4690657,279.5529,530.8098
547.83673,-6.080195,586.2653,-4.945025,885.8701,534.8325,291.23245,683.70087,718.02124,-5.855867,507.9661,-1.9116204,283.21683,-8.175833,541.7181,798.2163,455.34637,628.8838,426.8188,662.6273,477.17578,469.94785,563.42194,-5.2198677,19.686604,-5.3071885,403.79504,-2.5575044,-5.139795,690.4371,535.1495,671.6339,485.44714,589.0438,591.6792,407.14642,600.73596,648.0837,467.60226,396.71707,520.9341,-5.684184,383.34927,-6.7125587,4.193797,676.4714,697.08234,443.01984,651.6517,509.87164,287.53204,545.5799,657.353,-7.41238,-5.787636,-8.858535,552.361,621.1157,180.16446,607.73047,138.42828,-2.447812,258.0372,526.8311
577.773,-5.538393,517.7464,-4.542514,940.4347,570.7856,260.56747,723.6589,762.8961,-5.421495,546.7853,-1.9187357,228.33902,-7.874203,494.0739,828.1325,408.69583,674.2231,379.89487,602.85376,427.39273,411.16748,596.24457,-4.878361,25.42514,-4.97723,357.0952,-2.6038263,-4.8285027,734.28766,556.4747,735.7729,423.85696,543.73615,554.48206,354.35626,540.9578,689.4558,421.0723,346.89032,465.5475,-5.9613585,331.25223,-6.332866,-5.081342,721.41595,750.46204,393.86636,706.77167,465.08456,258.69937,577.25574,696.4524,-7.6000743,-5.4098687,-9.093106,501.60587,661.13617,139.5768,546.8147,165.87964,-2.313143,304.104,542.7601
552.5068,-5.9974627,588.7632,-5.012573,884.4648,541.042,301.236,678.3162,707.4662,-5.839943,512.9933,-1.9584033,288.74094,-8.184682,536.2347,801.52325,458.9725,633.5005,432.95053,653.04114,477.4702,469.6262,572.24054,-5.187385,18.773508,-5.31456,398.90903,-2.579024,-5.117137,694.18604,528.8658,677.63727,480.05206,588.7687,603.51794,413.0566,597.4878,653.107,462.5778,387.7418,520.96606,-5.656956,382.7742,-6.7082534,3.5637674,677.23157,703.1818,439.44196,659.53455,505.38596,287.64932,539.535,651.90137,-7.439298,-5.810294,-8.835516,558.02985,620.7716,174.87587,611.68695,142.90622,-2.4314244,261.24283,533.36395
